asset,event_type,ym,surprise,actual,forecast,early_bps,net_bps,pnl_timing,pnl_directed,surprise_z
FX,CPI,2025-06,-0.5,0.1,0.6,-55.10125414722289,-37.74143366511162,1.5559281991416327,1.5559281991416327,-2.09036788221795
FX,NFP,2025-07,17.0,147.0,130.0,-1.2808707151401588,-0.5815845409284925,0.31551161285270446,-1.450043446501569,0.0
FX,CPI,2025-07,0.6,0.3,-0.3,-13.044903531925778,-3.8053267815918446,-13.999234940858084,-0.356808687824838,1.7419732351816248
FX,NFP,2025-08,-59.0,73.0,132.0,-87.74347818867211,-126.78633699207964,0.0676738389869822,0.0676738389869822,-0.7957112149734686
FX,CPI,2025-08,-0.4,0.2,0.6,-23.709611148906575,-28.57951139341064,0.9572641496701237,0.9572641496701237,-1.7419732351816248
FX,NFP,2025-09,-107.0,22.0,129.0,-34.7732641247378,-44.4043431097263,3.7851923749131497,3.7851923749131497,-1.2982656665356593
FX,CPI,2025-09,0.2,0.4,0.2,-26.782725142282526,-21.865795551767597,1.9453385785205288,0.38803312321078565,0.348394647036325
FX,NFP,2025-11,35.0,119.0,84.0,5.648573816738889,14.529568488141908,0.7954317686985632,0.7954317686985632,0.18845791933582154
FX,NFP,2025-12,-56.0,64.0,120.0,0.6444773127878278,2.062327400920161,0.997493467873479,0.256487826565289,-0.7643015617508317
OIL,NFP,2024-01,215.0,216.0,1.0,-30.29468465987284,30.29468465987284,12.141087405368125,23.152787336544137,2.073037112694037
OIL,CPI,2024-01,0.1,0.3,0.2,-55.294442908488946,-17.97069394525952,-23.804438280166426,-3.0,0.0
OIL,NFP,2024-02,167.0,353.0,186.0,6.901311249136732,1.3802622498260142,-15.424075096632015,-15.424075096632015,1.570482661131846
OIL,CPI,2024-02,0.0,0.3,0.3,11.814124442108831,-73.51010763980037,,,-0.348394647036325
OIL,NFP,2024-03,55.0,275.0,220.0,5.22125048949329,2.6106252447455347,-0.39107748499833406,-0.39107748499833406,0.3978556074867343
OIL,CPI,2024-03,0.2,0.4,0.2,-6.559958016267853,-39.35974809761156,-4.3145786775337065,6.202050742738166,0.348394647036325
OIL,NFP,2024-04,127.0,303.0,176.0,-9.5124851367423,35.67181926278362,-11.322434906671283,1.7556770895273992,1.1516872848300204
OIL,CPI,2024-04,0.2,0.4,0.2,-23.969319271333056,1.198465963567763,3.0031216232458995,-1.7993756753512642,0.348394647036325
OIL,NFP,2024-05,-22.0,175.0,197.0,19.135093761959432,-25.76859293277223,-5.545500827286773,-3.0,-0.40832549189427997
OIL,CPI,2024-05,0.1,0.3,0.2,29.877890361131865,-4.416731618602787,9.950012950012635,9.950012950012635,0.0
OIL,NFP,2024-06,54.0,272.0,218.0,-11.898466419884013,-47.06504494976116,-3.0,-0.352045544816157,0.38738572307918867
OIL,CPI,2024-06,-0.2,0.0,0.2,7.64525993883769,30.58103975535076,-1.7285441830908717,-0.45708836617841264,-1.0451839411089752
OIL,NFP,2024-07,-81.0,206.0,287.0,11.92179303767471,13.11397234144085,-0.6187641385871885,-0.6187641385882987,-1.0260486719394728
OIL,CPI,2024-07,-0.2,-0.1,0.1,38.91050583657574,16.2937743190672,0.6398932297987407,-4.213297743267727,-1.0451839411089752
OIL,NFP,2024-08,-127.0,114.0,241.0,-61.137692716639606,-73.89686337054724,27.64623584277171,27.64623584277171,-1.5076633546865723
OIL,CPI,2024-08,0.1,0.2,0.1,5.199532042114985,22.617964383204736,-1.7016359387159703,-1.7016359387159703,0.0
OIL,NFP,2024-09,38.0,142.0,104.0,2.870676044208764,-34.16104492608207,-5.866972477065799,-5.866972477065799,0.21986757255845846
OIL,CPI,2024-09,-0.1,0.2,0.3,7.433838834374207,-31.51947665774646,5.932559178205235,-1.511240136964684,-0.69678929407265
OIL,NFP,2024-10,-13.0,254.0,267.0,27.02702702702675,30.270270270271737,-1.653017241379004,-3.0,-0.3140965322263692
OIL,CPI,2024-10,0.1,0.2,0.1,10.790396547073478,77.15133531157159,-1.651382333110238,-1.651382333110238,0.0
OIL,NFP,2024-11,-217.0,12.0,229.0,-7.030371203601282,-25.028121484815813,-4.408649105507642,-4.408649105507642,-2.4499529513656797
OIL,CPI,2024-11,0.0,0.2,0.2,13.190678587129412,-64.48776198153317,,,-0.348394647036325
OIL,NFP,2024-12,51.0,227.0,176.0,-8.862629246676468,-31.90546528803462,-0.045790251108954294,-25.156573116691725,0.3559760698565518
OIL,CPI,2024-12,0.1,0.3,0.2,-8.63682164963353,-11.227868144525477,-1.5599078341025336,-1.5599078341014234,0.0
OIL,NFP,2025-01,43.0,256.0,213.0,10.914051841746097,22.37380627558183,-3.0,-3.0,0.27221699459618665
OIL,CPI,2025-01,0.1,0.4,0.3,15.612802498048417,37.99115274525144,-1.7011300168848749,-1.7011300168848749,0.0
OIL,NFP,2025-02,-65.0,143.0,208.0,-5.626670417780977,-9.846673231116432,5.4388185653994086,5.4388185653994086,-0.8585305214187425
OIL,CPI,2025-02,0.1,0.5,0.4,-17.91620727673582,-1.1025358324157075,-1.6197377501717654,-1.6197377501739858,0.0
OIL,NFP,2025-03,-42.0,151.0,193.0,16.37392080976463,-10.419767788033552,-1.5125687936937666,-1.5125687936926564,-0.6177231800451928
OIL,CPI,2025-03,-0.4,0.2,0.6,10.430636268814464,2.9801817910879436,-0.024695031240248966,-0.02469503124135919,-1.7419732351816248
OIL,NFP,2025-04,89.0,228.0,139.0,51.4552178806893,-52.0984081041953,11.464802314368974,11.464802314368974,0.7538316773432862
OIL,CPI,2025-04,-0.5,-0.1,0.4,-18.08318264014508,-99.29311195133961,3.573541495480395,3.573541495480395,-2.09036788221795
OIL,NFP,2025-05,51.0,177.0,126.0,71.64790174002178,101.33060388945792,2.0907856779236482,2.0907856779236482,0.3559760698565518
OIL,CPI,2025-05,0.5,0.2,-0.3,6.424670735625249,28.26855123674976,-1.3935742971885574,-1.3935742971885574,1.3935785881453
OIL,NFP,2025-06,8.0,139.0,131.0,22.123893805310324,59.73451327433654,12.780337699227154,12.780337699227154,-0.09422895966791077
OIL,CPI,2025-06,-0.5,0.1,0.6,1.5126304643775512,38.72333988806709,-4.511487303504921,-1.4885126964950786,-2.09036788221795
OIL,NFP,2025-07,17.0,147.0,130.0,0.0,-31.5315315315301,,,0.0
OIL,CPI,2025-07,0.6,0.3,-0.3,-10.631834750912672,-12.758201701094096,-3.0,3.0836501901140316,1.7419732351816248
OIL,NFP,2025-08,-59.0,73.0,132.0,0.0,-2.020202020200923,,,-0.7957112149734686
OIL,CPI,2025-08,-0.4,0.2,0.6,-1.5735641227376806,-17.938630999212446,-1.4269309422690863,-1.4269309422690863,-1.7419732351816248
OIL,NFP,2025-09,-107.0,22.0,129.0,1.5933715742511012,-89.22880815806167,-1.4066284257488988,-1.4066284257488988,-1.2982656665356593
OIL,CPI,2025-09,0.2,0.4,0.2,-17.488076311605873,-19.713831478537223,1.7687172150678858,-28.43315848036798,0.348394647036325
OIL,NFP,2025-11,35.0,119.0,84.0,-18.34556370913898,-13.008672448298064,-1.3313866177214724,-1.3313866177203622,0.18845791933582154
OIL,NFP,2025-12,-56.0,64.0,120.0,-11.737089201877549,-2.347417840375954,3.7046597385178597,3.7046597385178597,-0.7643015617508317
