asset,event_type,early_bps,bucket,gross_bps,net_retail_conservative_bps,net_retail_optimistic_bps
FX,FOMC,15.14915453131982,small,8.972648321849963,7.378471500308192,7.803471801977446
FX,NFP,63.49909550707022,big,6.762216789906184,-1.3480083620272416,-0.6986228861101559
FX,CPI,23.44614023446212,mid,24.427086168417045,20.169472943110513,20.595016440203963
FX,NFP,54.39469320066337,big,-29.94690438256842,-23.162608590565224,-22.738905276864106
FX,CPI,34.6684629844507,mid,0.5973757634136767,2.283985372695652,2.9335257459587987
FX,FOMC,70.99191480970046,big,0.35502412389143423,-1.297338447085616,-0.6479562612855979
FX,NFP,81.55382211029848,big,2.9753351478367662,2.236125917563348,2.8856631829991657
FX,CPI,43.01024725016367,big,0.7718820161550788,0.12725835471223446,0.776658677439768
FX,NFP,44.53467810596634,big,2.006070830744555,-1.7237536977639407,-1.2990224536065127
FX,FOMC,8.236613052414743,small,1.8298500829971864,0.8299955200822943,1.4794414761780232
FX,CPI,26.137716725234128,mid,1.7140011254190846,-1.1366557942689588,-0.7119494826964164
FX,NFP,40.01607284585762,mid,5.060947795657578,3.5002063907100927,3.9247157863257613
FX,CPI,21.689841814869215,mid,0.06557183558575375,1.0360941063173983,1.6853247767582684
FX,FOMC,30.98945122982144,mid,4.638203879874236,1.9789847182831282,2.6285052858403106
FX,NFP,0.7316499023390932,small,1.0818103141063684,-0.21659029396618978,-0.016595961859921737
FX,CPI,36.87851110176999,mid,4.378381660651298,3.939902865954093,4.588944985145904
FX,FOMC,15.887952871109778,small,-5.177914426122143,-6.251426948815242,-5.827005468007229
FX,NFP,47.83666491320338,big,-1.1519258554693046,4.95254608882596,5.376993807202757
FX,CPI,51.987817391163645,big,1.3609895041755138,2.299228230991224,2.7240128324472317
FX,NFP,16.630594196567206,small,2.7442092103802107,2.7733791707755366,3.197919432927199
FX,CPI,44.220727289835395,big,0.10113882314644052,-0.06779688009177465,0.5815054686290736
FX,FOMC,12.773010595261702,small,3.206402116227025,1.6451551809264058,2.0697433559339733
FX,NFP,28.180950641996105,mid,1.5489253899847455,-0.6886579138550172,-0.03931057396226978
FX,CPI,26.92692589421175,mid,0.6899359049561404,-2.929251006466726,-2.2797628566802337
FX,NFP,25.01712790915045,mid,0.6214353776234915,0.2808858584461674,0.9302961572225769
FX,FOMC,3.6620327420611165,small,6.106177707220217,5.86459197525131,6.289000961317415
FX,CPI,17.688121953525204,small,3.650005069449902,2.4929226191931613,2.917474791634245
FX,NFP,30.363530488310975,mid,2.3867256545351268,1.011077662616389,1.6605353775748903
FX,CPI,41.162460936963186,mid,2.5559281991416327,0.8350635776958718,1.4843073015295531
FX,FOMC,18.8924271415436,small,1.8001550902857488,0.009420287137418604,0.6587176219656324
FX,NFP,0.276945019489494,small,-1.5927867535547868,-2.795946901210255,-2.5959009824890074
FX,CPI,18.992838821092484,small,-12.999234940858084,-14.258812327107728,-13.83354875031455
